step,train_loss
1,4.3888397216796875
2,4.392075538635254
3,4.372681617736816
4,4.367325782775879
5,4.354597568511963
6,4.308037757873535
7,4.291876316070557
8,4.251524925231934
9,4.2324347496032715
10,4.195291519165039
11,4.129055500030518
12,4.097334861755371
13,4.051851272583008
14,3.9959845542907715
15,3.937822103500366
16,3.8834421634674072
17,3.846834421157837
18,3.7686946392059326
19,3.710777997970581
20,3.6702301502227783
21,3.6099236011505127
22,3.576995372772217
23,3.5374934673309326
24,3.4668776988983154
25,3.4492273330688477
26,3.3733274936676025
27,3.3259358406066895
28,3.3178863525390625
29,3.292182445526123
30,3.2739295959472656
31,3.2339260578155518
32,3.2573001384735107
33,3.194347381591797
34,3.1591250896453857
35,3.1694021224975586
36,3.1379001140594482
37,3.113816499710083
38,3.0751919746398926
39,3.040386915206909
40,3.040344715118408
41,3.0156376361846924
42,3.0162124633789062
43,2.9932103157043457
44,2.9664599895477295
45,2.9771533012390137
46,2.948395252227783
47,2.9388184547424316
48,2.8939337730407715
49,2.8552262783050537
50,2.860478639602661
51,2.873589277267456
52,2.9128990173339844
53,2.836599588394165
54,2.8722548484802246
55,2.818606376647949
56,2.7937204837799072
57,2.7935030460357666
58,2.7740209102630615
59,2.797452688217163
60,2.752883195877075
61,2.7424581050872803
62,2.744208574295044
63,2.761969566345215
64,2.7301151752471924
65,2.7474522590637207
66,2.680027961730957
67,2.7151753902435303
68,2.674360990524292
69,2.7052438259124756
70,2.6622159481048584
71,2.624227523803711
72,2.6688129901885986
73,2.643734931945801
74,2.6234545707702637
75,2.661623954772949
76,2.639254093170166
77,2.660176992416382
78,2.647433042526245
79,2.638199806213379
80,2.617781639099121
81,2.572232484817505
82,2.6140546798706055
83,2.5838570594787598
84,2.602066993713379
85,2.5956056118011475
86,2.598050355911255
87,2.559312105178833
88,2.5962443351745605
89,2.593212604522705
90,2.6050608158111572
91,2.579193353652954
92,2.574324131011963
93,2.594926595687866
94,2.5770864486694336
95,2.574829339981079
96,2.6020150184631348
97,2.5872304439544678
98,2.56665301322937
99,2.5619540214538574
100,2.5651354789733887
101,2.563410758972168
102,2.554088592529297
103,2.5418636798858643
104,2.5486013889312744
105,2.5366129875183105
106,2.535926103591919
107,2.55708646774292
108,2.541510581970215
109,2.536149024963379
110,2.538137197494507
111,2.530319929122925
112,2.5373289585113525
113,2.5530364513397217
114,2.511329174041748
115,2.514416456222534
116,2.524320602416992
117,2.5314416885375977
118,2.5190296173095703
119,2.5563466548919678
120,2.5453288555145264
121,2.556380033493042
122,2.516573429107666
123,2.5344648361206055
124,2.538527727127075
125,2.5669994354248047
126,2.536799907684326
127,2.5253617763519287
128,2.505546808242798
129,2.5372276306152344
130,2.5242462158203125
131,2.511554002761841
132,2.528592348098755
133,2.5195322036743164
134,2.516596794128418
135,2.542219400405884
136,2.525411367416382
137,2.529534101486206
138,2.5274927616119385
139,2.5078375339508057
140,2.526672840118408
141,2.509004592895508
142,2.5116312503814697
143,2.484046459197998
144,2.5104432106018066
145,2.5191524028778076
146,2.4952526092529297
147,2.4950156211853027
148,2.4966275691986084
149,2.504952907562256
150,2.5168190002441406
151,2.5157933235168457
152,2.4993069171905518
153,2.50100040435791
154,2.514526844024658
155,2.5107839107513428
156,2.50612735748291
157,2.4874160289764404
158,2.4963550567626953
159,2.5177621841430664
160,2.50614333152771
161,2.5079846382141113
162,2.4959917068481445
163,2.519845485687256
164,2.4756529331207275
165,2.491103410720825
166,2.490168333053589
167,2.4942591190338135
168,2.490182638168335
169,2.508939504623413
170,2.5160348415374756
171,2.484013795852661
172,2.4869368076324463
173,2.482654571533203
174,2.510444402694702
175,2.4612560272216797
176,2.5006158351898193
177,2.4956774711608887
178,2.4694862365722656
179,2.5075035095214844
180,2.524696111679077
181,2.4710545539855957
182,2.5102338790893555
183,2.4916300773620605
184,2.4797134399414062
185,2.476026773452759
186,2.494469404220581
187,2.472078561782837
188,2.4940993785858154
189,2.477165937423706
190,2.496445894241333
191,2.468050718307495
192,2.479356527328491
193,2.4978792667388916
194,2.474867820739746
195,2.476172924041748
196,2.4732558727264404
197,2.4783365726470947
198,2.4391305446624756
199,2.500156879425049
200,2.474839448928833
201,2.485032796859741
202,2.5094335079193115
203,2.4956560134887695
204,2.4805166721343994
205,2.482010841369629
206,2.480994939804077
207,2.465822458267212
208,2.4796392917633057
209,2.468493700027466
210,2.4671525955200195
211,2.49416184425354
212,2.450552225112915
213,2.4785268306732178
214,2.4836175441741943
215,2.5090982913970947
216,2.480823516845703
217,2.4631619453430176
218,2.481097459793091
219,2.4582600593566895
220,2.479043960571289
221,2.4543728828430176
222,2.4846885204315186
223,2.4709315299987793
224,2.470623016357422
225,2.466959238052368
226,2.480351686477661
227,2.4491498470306396
228,2.4643259048461914
229,2.4527108669281006
230,2.4475457668304443
231,2.4451353549957275
232,2.4498817920684814
233,2.439514636993408
234,2.474283456802368
235,2.4335875511169434
236,2.4614648818969727
237,2.4543771743774414
238,2.439556121826172
239,2.457240343093872
240,2.4375903606414795
241,2.4366137981414795
242,2.423156261444092
243,2.444021701812744
244,2.4553122520446777
245,2.4523932933807373
246,2.4568536281585693
247,2.4408349990844727
248,2.4697976112365723
249,2.459217071533203
250,2.436485528945923
251,2.479891538619995
252,2.43300724029541
253,2.4256350994110107
254,2.452470302581787
255,2.4426543712615967
256,2.4521610736846924
257,2.432586669921875
258,2.429226875305176
259,2.453920602798462
260,2.4669182300567627
261,2.420712947845459
262,2.44270658493042
263,2.43544864654541
264,2.435920000076294
265,2.446287155151367
266,2.4229235649108887
267,2.4159772396087646
268,2.4370687007904053
269,2.4264700412750244
270,2.433685779571533
271,2.434964418411255
272,2.427448272705078
273,2.4306552410125732
274,2.47513484954834
275,2.4526493549346924
276,2.4091269969940186
277,2.4225289821624756
278,2.41556453704834
279,2.400789499282837
280,2.417429208755493
281,2.425337791442871
282,2.4111979007720947
283,2.3825509548187256
284,2.3973517417907715
285,2.4356777667999268
286,2.4302420616149902
287,2.406311273574829
288,2.4226975440979004
289,2.408296823501587
290,2.4045021533966064
291,2.4146595001220703
292,2.4097280502319336
293,2.4303436279296875
294,2.414494514465332
295,2.4136734008789062
296,2.4333603382110596
297,2.408531904220581
298,2.4413084983825684
299,2.408553123474121
300,2.4160704612731934
301,2.442495822906494
302,2.4045920372009277
303,2.38930344581604
304,2.375556230545044
305,2.3955323696136475
306,2.388861656188965
307,2.394005537033081
308,2.4003283977508545
309,2.385094404220581
310,2.413015365600586
311,2.3913354873657227
312,2.3881237506866455
313,2.4090330600738525
314,2.401339054107666
315,2.4158682823181152
316,2.4121952056884766
317,2.372814893722534
318,2.4031009674072266
319,2.375570058822632
320,2.4160804748535156
321,2.4107398986816406
322,2.37441349029541
323,2.3880045413970947
324,2.3945956230163574
325,2.4365358352661133
326,2.400024652481079
327,2.404336452484131
328,2.3958935737609863
329,2.380976438522339
330,2.4104838371276855
331,2.3811964988708496
332,2.3907837867736816
333,2.3459174633026123
334,2.3851490020751953
335,2.362250566482544
336,2.3888096809387207
337,2.340912103652954
338,2.3846452236175537
339,2.3911657333374023
340,2.3845391273498535
341,2.35394024848938
342,2.3549580574035645
343,2.3711462020874023
344,2.3507332801818848
345,2.4000885486602783
346,2.342792272567749
347,2.398820400238037
348,2.378528356552124
349,2.385246992111206
350,2.350493907928467
351,2.35903263092041
352,2.3726654052734375
353,2.377894878387451
354,2.3538880348205566
355,2.379720687866211
356,2.3932855129241943
357,2.371168613433838
358,2.3590946197509766
359,2.353245496749878
360,2.353635549545288
361,2.3400821685791016
362,2.3427813053131104
363,2.346520185470581
364,2.3308238983154297
365,2.365375518798828
366,2.398149013519287
367,2.353273868560791
368,2.3331446647644043
369,2.373741626739502
370,2.3511033058166504
371,2.373234272003174
372,2.3283488750457764
373,2.3753833770751953
374,2.3773465156555176
375,2.347952365875244
376,2.3719048500061035
377,2.340383291244507
378,2.329810619354248
379,2.3592939376831055
380,2.3596365451812744
381,2.348393201828003
382,2.307238817214966
383,2.378610610961914
384,2.3482141494750977
385,2.365985870361328
386,2.3223447799682617
387,2.323798418045044
388,2.343432903289795
389,2.3455536365509033
390,2.3567607402801514
391,2.3466317653656006
392,2.3333699703216553
393,2.314890146255493
394,2.3353872299194336
395,2.332834243774414
396,2.3556630611419678
397,2.313227415084839
398,2.3164405822753906
399,2.317577600479126
400,2.332038164138794
401,2.353616952896118
402,2.3092548847198486
403,2.319591999053955
404,2.3329644203186035
405,2.340207576751709
406,2.3227367401123047
407,2.32462477684021
408,2.31653094291687
409,2.3336446285247803
410,2.3591301441192627
411,2.3470873832702637
412,2.321397066116333
413,2.3300118446350098
414,2.312182664871216
415,2.3477439880371094
416,2.357245445251465
417,2.3157618045806885
418,2.319007396697998
419,2.334789514541626
420,2.3159146308898926
421,2.3161447048187256
422,2.348264694213867
423,2.321190118789673
424,2.3057680130004883
425,2.3144476413726807
426,2.3578150272369385
427,2.318924903869629
428,2.3332319259643555
429,2.314589023590088
430,2.3159377574920654
431,2.311009407043457
432,2.307962417602539
433,2.3221607208251953
434,2.305906057357788
435,2.3193397521972656
436,2.284097909927368
437,2.2975504398345947
438,2.3233532905578613
439,2.2949740886688232
440,2.3295280933380127
441,2.2870397567749023
442,2.321773052215576
443,2.3226239681243896
444,2.2686195373535156
445,2.3192191123962402
446,2.2475225925445557
447,2.2663543224334717
448,2.306816339492798
449,2.285034418106079
450,2.26186203956604
451,2.288029670715332
452,2.299132823944092
453,2.3204002380371094
454,2.297708511352539
455,2.2835640907287598
456,2.2944798469543457
457,2.2727043628692627
458,2.296628713607788
459,2.2829577922821045
460,2.2768757343292236
461,2.2533700466156006
462,2.2815868854522705
463,2.311440944671631
464,2.294524669647217
465,2.286595582962036
466,2.3012139797210693
467,2.295762777328491
468,2.298466920852661
469,2.2595791816711426
470,2.298314332962036
471,2.2724578380584717
472,2.312654733657837
473,2.322671413421631
474,2.306438446044922
475,2.2861411571502686
476,2.3186466693878174
477,2.280463457107544
478,2.2469401359558105
479,2.276884078979492
480,2.301922559738159
481,2.292828321456909
482,2.298631429672241
483,2.286259412765503
484,2.3320674896240234
485,2.2954187393188477
486,2.3009493350982666
487,2.2672243118286133
488,2.2696890830993652
489,2.3133716583251953
490,2.269871234893799
491,2.290775775909424
492,2.285334825515747
493,2.277977705001831
494,2.281238079071045
495,2.272998094558716
496,2.31414794921875
497,2.247589111328125
498,2.270930051803589
499,2.2774510383605957
500,2.307931423187256
501,2.280402421951294
502,2.257199764251709
503,2.2694358825683594
504,2.246814012527466
505,2.2891855239868164
506,2.247828722000122
507,2.2833120822906494
508,2.295247793197632
509,2.3005776405334473
510,2.2687716484069824
511,2.2686190605163574
512,2.258707046508789
513,2.271303653717041
514,2.2589306831359863
515,2.2439844608306885
516,2.273017168045044
517,2.2503085136413574
518,2.2847814559936523
519,2.2179572582244873
520,2.2996106147766113
521,2.272937297821045
522,2.224705457687378
523,2.259612560272217
524,2.2733099460601807
525,2.2358999252319336
526,2.2534236907958984
527,2.2687971591949463
528,2.2793490886688232
529,2.2529025077819824
530,2.249056577682495
531,2.2483816146850586
532,2.2558629512786865
533,2.2882089614868164
534,2.2768633365631104
535,2.2406907081604004
536,2.2361724376678467
537,2.266922950744629
538,2.271257162094116
539,2.263033628463745
540,2.2333853244781494
541,2.2863903045654297
542,2.2568347454071045
543,2.2554268836975098
544,2.2413456439971924
545,2.2453079223632812
546,2.234133243560791
547,2.2572126388549805
548,2.2775607109069824
549,2.2776994705200195
550,2.26436710357666
551,2.2360434532165527
552,2.230429172515869
553,2.2587053775787354
554,2.2467331886291504
555,2.280974864959717
556,2.2486798763275146
557,2.2846033573150635
558,2.213655710220337
559,2.2572152614593506
560,2.2343926429748535
561,2.2386879920959473
562,2.249776601791382
563,2.229890823364258
564,2.2556025981903076
565,2.2473275661468506
566,2.20389461517334
567,2.227893590927124
568,2.2548904418945312
569,2.2475202083587646
570,2.242757558822632
571,2.2609691619873047
572,2.2698497772216797
573,2.224935531616211
574,2.2132277488708496
575,2.2536542415618896
576,2.2434449195861816
577,2.212318181991577
578,2.2632737159729004
579,2.2461602687835693
580,2.2033605575561523
581,2.2368826866149902
582,2.2157914638519287
583,2.258556604385376
584,2.2332375049591064
585,2.246833324432373
586,2.2248499393463135
587,2.2003815174102783
588,2.226125955581665
589,2.21527361869812
590,2.232865810394287
591,2.225902557373047
592,2.172187089920044
593,2.206421136856079
594,2.207352876663208
595,2.236231565475464
596,2.204333543777466
597,2.216390371322632
598,2.232703924179077
599,2.200547695159912
600,2.231875419616699
601,2.24721360206604
602,2.2268240451812744
603,2.2363789081573486
604,2.218946695327759
605,2.2550625801086426
606,2.2437994480133057
607,2.207664728164673
608,2.2555277347564697
609,2.24113130569458
610,2.1951520442962646
611,2.2124946117401123
612,2.232145071029663
613,2.2272346019744873
614,2.213871955871582
615,2.2161450386047363
616,2.2188901901245117
617,2.242455005645752
618,2.1938698291778564
619,2.2390284538269043
620,2.2283711433410645
621,2.1906843185424805
622,2.2205207347869873
623,2.2176167964935303
624,2.183933973312378
625,2.2220633029937744
626,2.197869062423706
627,2.2037265300750732
628,2.184722661972046
629,2.218749523162842
630,2.2244465351104736
631,2.2218711376190186
632,2.210993528366089
633,2.2331533432006836
634,2.2101378440856934
635,2.1926987171173096
636,2.196787118911743
637,2.2240376472473145
638,2.2404673099517822
639,2.2124786376953125
640,2.2096285820007324
641,2.2155561447143555
642,2.228264808654785
643,2.215564489364624
644,2.2733750343322754
645,2.199094772338867
646,2.1856086254119873
647,2.220524787902832
648,2.2014966011047363
649,2.218949794769287
650,2.2144925594329834
651,2.2106728553771973
652,2.2209181785583496
653,2.198521375656128
654,2.1939022541046143
655,2.2251219749450684
656,2.176299810409546
657,2.1957457065582275
658,2.20072865486145
659,2.2133121490478516
660,2.1956264972686768
661,2.1776013374328613
662,2.2131965160369873
663,2.189761161804199
664,2.1811234951019287
665,2.1893882751464844
666,2.223264217376709
667,2.1774473190307617
668,2.182213306427002
669,2.224245548248291
670,2.165555477142334
671,2.198125123977661
672,2.2153878211975098
673,2.197768449783325
674,2.1826181411743164
675,2.1976099014282227
676,2.1936898231506348
677,2.165682077407837
678,2.175935745239258
679,2.1873137950897217
680,2.1779820919036865
681,2.2109310626983643
682,2.1791391372680664
683,2.234837532043457
684,2.2036001682281494
685,2.1933414936065674
686,2.1755971908569336
687,2.189877986907959
688,2.194737195968628
689,2.1710922718048096
690,2.2188549041748047
691,2.2044034004211426
692,2.170654296875
693,2.155369520187378
694,2.1852169036865234
695,2.188469171524048
696,2.1927406787872314
697,2.1894125938415527
698,2.2038605213165283
699,2.1930480003356934
700,2.2105607986450195
701,2.230283498764038
702,2.244952917098999
703,2.1860363483428955
704,2.2034549713134766
705,2.1859116554260254
706,2.1663334369659424
707,2.1909682750701904
708,2.192990779876709
709,2.188674211502075
710,2.2018585205078125
711,2.196129083633423
712,2.1947479248046875
713,2.21039080619812
714,2.180999279022217
715,2.1401562690734863
716,2.1732239723205566
717,2.1932103633880615
718,2.1641972064971924
719,2.1749961376190186
720,2.207369565963745
721,2.1531193256378174
722,2.175504207611084
723,2.1808359622955322
724,2.1874871253967285
725,2.1732640266418457
726,2.210268259048462
727,2.178783655166626
728,2.2009689807891846
729,2.184792995452881
730,2.173190116882324
731,2.1659457683563232
732,2.190413236618042
733,2.1656267642974854
734,2.1973323822021484
735,2.1837034225463867
736,2.1872801780700684
737,2.204381227493286
738,2.179851531982422
739,2.1740827560424805
740,2.1813161373138428
741,2.1924939155578613
742,2.1753621101379395
743,2.16900897026062
744,2.211153030395508
745,2.148191452026367
746,2.1922080516815186
747,2.1424801349639893
748,2.18176531791687
749,2.1665501594543457
750,2.155993938446045
751,2.198747158050537
752,2.163572072982788
753,2.182561159133911
754,2.195848226547241
755,2.158125638961792
756,2.1759893894195557
757,2.1686363220214844
758,2.186053991317749
759,2.1908082962036133
760,2.184513807296753
